start
use_cuda: True
learning starting
epoch: 0, loss: 1.054, valid accuracy: 0.45063, train accuracy: 0.43304
epoch: 38, loss: 0.464, valid accuracy: 0.64213, train accuracy: 0.79711
epoch: 39, loss: 0.470, valid accuracy: 0.64137, train accuracy: 0.79623
epoch: 40, loss: 0.471, valid accuracy: 0.63698, train accuracy: 0.79380
epoch: 41, loss: 0.469, valid accuracy: 0.64381, train accuracy: 0.79542
epoch: 42, loss: 0.460, valid accuracy: 0.64199, train accuracy: 0.79962
epoch: 43, loss: 0.455, valid accuracy: 0.63890, train accuracy: 0.80207
epoch: 44, loss: 0.449, valid accuracy: 0.64312, train accuracy: 0.80496
epoch: 45, loss: 0.445, valid accuracy: 0.64789, train accuracy: 0.80864
epoch: 46, loss: 0.437, valid accuracy: 0.64023, train accuracy: 0.81071
epoch: 47, loss: 0.433, valid accuracy: 0.64679, train accuracy: 0.81042
epoch: 48, loss: 0.430, valid accuracy: 0.63969, train accuracy: 0.81107
epoch: 49, loss: 0.429, valid accuracy: 0.63100, train accuracy: 0.81148
epoch: 50, loss: 0.427, valid accuracy: 0.63298, train accuracy: 0.81216
epoch: 51, loss: 0.426, valid accuracy: 0.62989, train accuracy: 0.81181
epoch: 52, loss: 0.426, valid accuracy: 0.64208, train accuracy: 0.81200
epoch: 53, loss: 0.420, valid accuracy: 0.63951, train accuracy: 0.81455
epoch: 54, loss: 0.418, valid accuracy: 0.64040, train accuracy: 0.81675
epoch: 55, loss: 0.417, valid accuracy: 0.63816, train accuracy: 0.81589
epoch: 56, loss: 0.411, valid accuracy: 0.63830, train accuracy: 0.81743
epoch: 57, loss: 0.413, valid accuracy: 0.63621, train accuracy: 0.81710
epoch: 58, loss: 0.408, valid accuracy: 0.64316, train accuracy: 0.81961
epoch: 59, loss: 0.405, valid accuracy: 0.64373, train accuracy: 0.82045
epoch: 60, loss: 0.402, valid accuracy: 0.63402, train accuracy: 0.82296
epoch: 61, loss: 0.397, valid accuracy: 0.64025, train accuracy: 0.82636
epoch: 62, loss: 0.398, valid accuracy: 0.63686, train accuracy: 0.82406
epoch: 63, loss: 0.395, valid accuracy: 0.64258, train accuracy: 0.82489
epoch: 64, loss: 0.395, valid accuracy: 0.63934, train accuracy: 0.82493
epoch: 65, loss: 0.394, valid accuracy: 0.63659, train accuracy: 0.82657
epoch: 66, loss: 0.395, valid accuracy: 0.62836, train accuracy: 0.82423
epoch: 67, loss: 0.394, valid accuracy: 0.64172, train accuracy: 0.82530
epoch: 68, loss: 0.391, valid accuracy: 0.64416, train accuracy: 0.82664
epoch: 69, loss: 0.388, valid accuracy: 0.63835, train accuracy: 0.82779
epoch: 70, loss: 0.386, valid accuracy: 0.63650, train accuracy: 0.82902
epoch: 71, loss: 0.385, valid accuracy: 0.64295, train accuracy: 0.82867
epoch: 72, loss: 0.383, valid accuracy: 0.64043, train accuracy: 0.83011
epoch: 73, loss: 0.381, valid accuracy: 0.64005, train accuracy: 0.82976
epoch: 74, loss: 0.380, valid accuracy: 0.63846, train accuracy: 0.83104
epoch: 75, loss: 0.377, valid accuracy: 0.64253, train accuracy: 0.83192
epoch: 76, loss: 0.381, valid accuracy: 0.64308, train accuracy: 0.83023
epoch: 77, loss: 0.378, valid accuracy: 0.63716, train accuracy: 0.83223
epoch: 78, loss: 0.378, valid accuracy: 0.63935, train accuracy: 0.83150
epoch: 79, loss: 0.375, valid accuracy: 0.64259, train accuracy: 0.83227
epoch: 80, loss: 0.376, valid accuracy: 0.64045, train accuracy: 0.83203
epoch: 81, loss: 0.375, valid accuracy: 0.64154, train accuracy: 0.83307
epoch: 82, loss: 0.374, valid accuracy: 0.64276, train accuracy: 0.83263
epoch: 83, loss: 0.374, valid accuracy: 0.63731, train accuracy: 0.83290
epoch: 84, loss: 0.373, valid accuracy: 0.63984, train accuracy: 0.83351
epoch: 85, loss: 0.372, valid accuracy: 0.64189, train accuracy: 0.83417
epoch: 86, loss: 0.371, valid accuracy: 0.63793, train accuracy: 0.83473
epoch: 87, loss: 0.371, valid accuracy: 0.64072, train accuracy: 0.83504
epoch: 88, loss: 0.370, valid accuracy: 0.64521, train accuracy: 0.83450
epoch: 89, loss: 0.373, valid accuracy: 0.64337, train accuracy: 0.83401
epoch: 90, loss: 0.372, valid accuracy: 0.64383, train accuracy: 0.83432
epoch: 91, loss: 0.373, valid accuracy: 0.63823, train accuracy: 0.83368
epoch: 92, loss: 0.377, valid accuracy: 0.64124, train accuracy: 0.83249
epoch: 93, loss: 0.375, valid accuracy: 0.64116, train accuracy: 0.83370
epoch: 94, loss: 0.376, valid accuracy: 0.63678, train accuracy: 0.83259
epoch: 95, loss: 0.373, valid accuracy: 0.64195, train accuracy: 0.83376
epoch: 96, loss: 0.371, valid accuracy: 0.64384, train accuracy: 0.83454
epoch: 97, loss: 0.373, valid accuracy: 0.63991, train accuracy: 0.83356
epoch: 98, loss: 0.371, valid accuracy: 0.64418, train accuracy: 0.83461
epoch: 99, loss: 0.371, valid accuracy: 0.64870, train accuracy: 0.83512
done
